CLAVE CT,NOM TURNO,NOMBRE CT,DOMICILIO,ENTRE CALLE ,Y CALLE,LOCALIDAD INEGI, NOMBRE LOCALIDAD,NOMBRE COLONIA,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,DIRECTOR,CODIGO POSTAL,TELEFONO,CORREO,ZONA ESCOLAR,SECTOR,SOSTENIM.,NOM SOST.,NIVEL,PROGRAMA,LATITUD,LONGITUD
14DJN5209G,MATUTINO,JUAN DE LA BARRERA,CONOCIDO,0,0,42,LA LOBERA,0,71,SAN CRISTOBAL DE LA BARRANCA,ESPERANZA SANDOVAL LEDEZMA,45250,0,esperanza22011965@hotmail.com,902,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.0869444,-103.5658333
14DJN5210W,MATUTINO,JUAN ESCUTIA,CONOCIDO,0,0,61,LOS PUEBLITOS,0,71,SAN CRISTOBAL DE LA BARRANCA,VICTORIA CASTILLO CASTRO,45250,0,hildaaracely15@hotmail.com,902,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.0177778,-103.4836111
14DJN5216Q,MATUTINO,ADOLFO LOPEZ MATEOS,CONOCIDO,0,0,3,ATEQUIZAYAN,0,23,ZAPOTLAN EL GRANDE,LETICIA GOMEZ HERNANDEZ,49000,0,leticiagomezhernandez@hotmail.es,905,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.7107501,-103.5708889
14DJN5223Z,MATUTINO,ROSAURA ZAPATA,CONOCIDO,0,0,24,LOS LAURELES,0,108,TUXPAN,CORINA GUADALUPE CAMPOS CHOCOTECO,49800,0,cori-c.ch22@hotmail.com,31,11,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.4823611,-103.3723333
14DJN5226X,MATUTINO,FERNANDO MONTES DE OCA,MORELOS 28,0,0,95,MORELOS (SANTA ROSA),0,85,TAMAZULA DE GORDIANO,ANA LAURA BAUTISTA GARCIA,49676,4168863,laura700607@hotmail.com,116,13,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.5921943,-103.2040278
14DJN5227W,MATUTINO,CRISTOBAL COLON,NABOR MARTINEZ,MIGUEL CUEVAS,NI†OS HEROES,98,NIGROMANTE (SAN JUAN DE LA MONTA†A),0,85,TAMAZULA DE GORDIANO,AMALIA TORRES CONTRERAS,49690,11460906,mayatorresc@hotmail.com,116,13,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.6627778,-103.0902778
14DJN5234F,MATUTINO,LAZARO CARDENAS,CONOCIDO,0,0,44,SAN ISIDRO,0,105,TOTOTLAN,EDUWIGES ESCALANTE ESCALANTE,47730,0,viky_escala8@hotmail.com.mx,909,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5782501,-102.7204722
14DJN5236D,MATUTINO,NICOLAS BRAVO,MIGUEL HIDALGO 52,JUAREZ,0,22,SAN JOSE DE LAS PILAS (LA PILA CHICA),0,66,PONCITLAN,MARIA CRUZ DELIA SOLORZANO CASTELLANOS,45950,0,mcdsc@hotmail.com,909,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.336861,-102.8942499
14DJN5238B,MATUTINO,ITZA,SANTA FE,0,0,233,SANFANDILA,0,53,LAGOS DE MORENO,CINTHIA KARINA GONZALEZ HERNANDEZ,47400,0,cuernos_girl@hotmail.com,137,9,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.4419444,-101.8497222
14DJN5239A,MATUTINO,VALENTIN GOMEZ FARIAS,CONOCIDO,0,0,303,EL TROPEZON,0,35,ENCARNACION DE DIAZ,FATIMA DAVALOS ZAMORES,47270,0,farcoiris@live.com.mx,914,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.5462221,-102.0245001
14DJN5240Q,MATUTINO,JOSE ROSAS MORENO,CONOCIDO,0,0,132,MARIQUITA,0,35,ENCARNACION DE DIAZ,MIRIAM GALARZA TOVAR,47270,1031046,ama_nda.15@hotmail.com.mx,914,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.5376667,-102.0289999
14DJN5246K,MATUTINO,JUAN ESCUTIA,CONOCIDO,0,0,123,LA LOMITA (EL RANCHITO),0,35,ENCARNACION DE DIAZ,ALMA DAYSY ROMO GONZALEZ,47270,1020302,dora.bogafa@hotmail.com,914,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.440889,-102.3165277
14DJN5251W,MATUTINO,JUSTO SIERRA,CONOCIDO,0,0,91,EL ORGANO,0,118,YAHUALICA DE GONZALEZ GALLO,INDIRA CANO GONZALEZ,47300,0,indira_cg@hotmail.com,926,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.1528057,-102.902861
14DJN5253U,MATUTINO,MELCHOR OCAMPO,CONOCIDO,0,0,130,EL GUAYABO DE ARRIBA,0,93,TEPATITLAN DE MORELOS,MARIA CRISTINA GOMEZ MARTIN,47600,0,melchorgua@gmail.com,918,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9476666,-102.7226944
14DJN5255S,MATUTINO,ADOLFO DE LA HUERTA,DOM CON,0,0,1,YAHUALICA DE GONZALEZ GALLO,SAN JUANITO,118,YAHUALICA DE GONZALEZ GALLO,ADA YUDITH PEREZ MARIN,47300,0,14djn5255s@escuelas.sej.gob.mx,926,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.1937489,-102.9043051
14DJN5256R,MATUTINO,RAFAEL RAMIREZ,CONOCIDO,0,0,365,EL RAMBLAS (RAMBLAS GRANDE),0,93,TEPATITLAN DE MORELOS,DIANA LAURA MU†OZ RODRIGUEZ,47728,0,rafaelramirez871@yahoo.com.mx,918,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7317506,-102.6027234
14DJN5257Q,MATUTINO,LEONA VICARIO,CONOCIDO,0,0,141,LA CERCA BLANCA,0,118,YAHUALICA DE GONZALEZ GALLO,MARIA GUADALUPE PEREZ RODRIGUEZ,47300,0,14djn5257q@escuelas.sej.gob.mx,926,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.1585555,-102.8838333
14DJN5259O,MATUTINO,LEONA VICARIO,CONOCIDO,0,0,180,SAN RAFAEL,0,48,JESUS MARIA,MARIA TERESA LOPEZ SANCHEZ,47950,0,eladiz18hc@hotmail.com,921,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5450557,-102.1270276
14DJN5263A,MATUTINO,MOISES SAENZ,CONOCIDO,0,0,64,PUERTO DE CATARINA,0,33,DEGOLLADO,MARIA CATALINA TORRES AGUIRRE,47989,0,katy_mexican@hotmail.com,912,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5313889,-102.0526945
14DJN5267X,MATUTINO,GABRIELA MISTRAL,CONOCIDO,0,0,63,NAZARETH,0,48,JESUS MARIA,NANCY GUADALUPE LOPEZ ARELLANO,47970,0,chicharita07@hotmail.com,921,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5543888,-102.0316388
14DJN5270K,MATUTINO,LAZARO CARDENAS,CONOCIDO,0,0,104,EL SALVIAL,0,45,IXTLAHUACAN DEL RIO,IMELDA CAMACHO MAYORAL,45260,0,sorombos-imelda@hotmail.com,908,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8392222,-103.2633055
14DJN5271J,MATUTINO,MIGUEL ALEMAN VALDES,CONOCIDO,0,0,144,EL COYOTILLO,0,29,CUQUIO,CECILIA VENEGAS RODRIGUEZ,45480,0,marigarza0502@live.com.mx,920,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9466112,-103.1129722
14DJN5274G,MATUTINO,MIGUEL BRAVO,CONOCIDO,0,0,19,CARRICILLO,0,29,CUQUIO,CLEMENCIA ELIZABETH TABARES RODRIGUEZ,45480,0,angelina_beltran@hotmail.com,906,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.0033611,-102.9462222
14DJN5276E,MATUTINO,FELIPE ANGELES,CONOCIDO,0,0,45,HACIENDA DE GUADALUPE,0,45,IXTLAHUACAN DEL RIO,MARICELA GARCIA SALDA†A,45260,0,marabril.11@live.com.mx,908,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8517777,-103.2567776
14DJN5277D,MATUTINO,GUSTAVO DIAZ ORDAZ,CONOCIDO,0,0,95,QUELITAN,0,45,IXTLAHUACAN DEL RIO,CECILIA I†IGUEZ REYNOSO,45260,0,alonzor.lupita@gmail.com,941,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9805556,-103.2072222
14DJN5278C,MATUTINO,FEDERICO FROEBEL,CONOCIDO,0,0,8,AGUA RICA,0,45,IXTLAHUACAN DEL RIO,AMPARO YAZMIN RENTERIA ESTEVEZ,45260,0,jazmin_renest_23@hotmail.com,908,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8360555,-103.1877222
14DJN5281Q,MATUTINO,IGNACIO M ALTAMIRANO,LEYES DE REFORMA 17,CUAUHTEMOC,JESUS MAGALLANES,74,SAYULIMITA,0,40,HOSTOTIPAQUILLO,SILVIA GARCIA VILLALOBOS,46440,0,alternativas.valles@hotmail.com,917,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.0572223,-103.8837222
14DJN5282P,MATUTINO,FRANCISCO GONZALEZ BOCANEGRA,CONOCIDO,0,0,16,CINCO MINAS,0,40,HOSTOTIPAQUILLO,ROCIO BELEN MARTINEZ HIDALGO,46440,0,alternativas.valles@hotmail.com,917,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.0363333,-103.9343056
14DJN5284N,MATUTINO,NI†OS HEROES DE CHAPULTEPEC,ELISEO R DEL RIO,YUCATAN,0,70,SANTO DOMINGO DE GUZMAN (SANTO DOMINGO),0,40,HOSTOTIPAQUILLO,VIOLETA LOPEZ FLORES,46445,0,alternativas.valles@hotmail.com,917,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.0948298,-103.9904389
14DJN5286L,MATUTINO,MARIANO AZUELA,ENRIQUE CONTRERAS 32,FRANCISCO I MADERO,0,35,LABOR DE GUADALUPE,0,40,HOSTOTIPAQUILLO,LAURA VALLARTA ALTAMIRANO,46440,0,alternativas.valles@hotmail.com,917,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.0270832,-104.0180833
14DJN5288J,MATUTINO,ESTEFANIA CASTA†EDA,FRANCISCO V RUIZ 88,0,0,1,ZAPOTILTIC,EL LINDERO,121,ZAPOTILTIC,MARIA ISABEL JACOBO FLORES,49600,0,estrella221004@hotmail.com,905,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.6324789,-103.4347769
14DJN5289I,MATUTINO,PABLO NERUDA,CONOCIDO,0,0,17,FERRERIA DE TULA,0,86,TAPALPA,MARIA ELCEGA AVALOS CARBAJAL,49340,0,gavita_74@hotmail.com,913,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.0665278,-103.7301945
14DJN5291X,MATUTINO,FRANCISCO MARQUEZ,CONOCIDO,0,0,40,LA FRONTERA,0,86,TAPALPA,SOCORRO EUGENIA AYALA MONTES DE OCA,49340,0,cocoam_35@hotmail.com,913,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.9619444,-103.7124999
14DJN5292W,MATUTINO,ALVARO OBREGON,CONOCIDO,0,0,24,PUEBLO NUEVO,0,86,TAPALPA,MARTHA PATRICIA GONZALEZ CORREA,49340,0,paed14@hotmail.com,913,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.9814723,-103.7610834
14DJN5293V,MATUTINO,NI†OS HEROES,CONOCIDO,0,0,5,LA BARRANCA DEL REFUGIO,0,86,TAPALPA,SANDRA CECILIA NAVA ESPIRITU,49340,0,ceciliana_@hotmail.com,913,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.8819444,-103.7438889
14DJN5294U,MATUTINO,AGUSTIN DE ITURBIDE,CONOCIDO,0,0,6,BUENAVISTA,0,86,TAPALPA,ROSA MARTHA RODRIGUEZ PRECIADO,49340,0,gavita_74@hotmail.com,913,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.9083335,-103.8139721
14DJN5296S,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CONOCIDO,0,0,51,SAN PEDRO (EL CUIZ),0,86,TAPALPA,BLANCA ESTELA GOMEZ AGUILAR,49340,0,rosi_tt201489@hotmail.com,913,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.9338334,-103.7390555
14DJN5298Q,MATUTINO,JOSE VASCONCELOS,CONOCIDO,0,0,43,LOMA ALTA,0,86,TAPALPA,GABRIELA DEL CARMEN VARGAS HERNANDEZ,49340,0,gabyvar_3@hotmail.com,913,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.9401944,-103.7643056
14DJN5299P,MATUTINO,FERNANDO MONTES DE OCA,CONOCIDO,0,0,44,LOS ROBLES,0,86,TAPALPA,MARGARITA HERNANDEZ CAMPOS,49340,0,chapaguita_77@hotmail.com,913,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.9435001,-103.7698055
14DJN5300O,MATUTINO,JUSTO SIERRA,BENITO JUAREZ 8,0,0,15,SAYULAPAN,0,119,ZACOALCO DE TORRES,JUANA IVETT ALATORRE GOMEZ,45750,0,juanaivealatorre@hotmail.com,915,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.1654446,-103.6274444
14DJN5301N,MATUTINO,JUAN ESCUTIA,FRANCISCO VILLA,0,0,8,EL CRUCERO DE SAN ISIDRO,0,119,ZACOALCO DE TORRES,ANABEL CARBAJAL RIVERA,45750,0,elva.isela37@hotmail.com,915,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.1931389,-103.5254999
14DJN5302M,MATUTINO,JOSE ANTONIO TORRES,CONOCIDO,0,0,12,LAS MORAS,0,119,ZACOALCO DE TORRES,ELIA MARILUZ ECHEVERRIA CASTA†EDA,45750,0,elva.isela37@hotmail.com,915,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.1578889,-103.5861667
14DJN5303L,MATUTINO,FRANCISCO I MADERO,ROBERTO BRISE†O,UNION,0,6,EL BRISE†O (LOS BRISE†O),0,119,ZACOALCO DE TORRES,PAULINA GUADALUPE AVALOS LOPEZ,45750,0,elva.isela37@hotmail.com,915,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.2440278,-103.5964444
14DJN5304K,MATUTINO,VICENTE GUERRERO,LAZARO CARDENAS 26,0,0,13,FERRERIA DE PROVIDENCIA,0,121,ZAPOTILTIC,ANABELL MENDIOLA CAMPOS,49600,0,monabell55@hotmail.com,905,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.7451944,-103.3311943
14DJN5308G,MATUTINO,JAIME NUNO,CONOCIDO,0,0,34,PADILLA,0,108,TUXPAN,ELSA GABRIELA BARAJAS CHAVEZ,49837,0,daani_44@hotmail.com,919,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.3451666,-103.4035276
14DJN5309F,MATUTINO,FRANCISCO I MADERO,CONOCIDO,0,0,16,TENEXCAMILPA,0,103,TONILA,MA. ISABEL MAGA†A RAMIREZ,49840,0,ulimar_02@hotmail.com,919,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.4074722,-103.4845279
14DJN5310V,MATUTINO,MIGUEL HIDALGO Y COSTILLA,AVENIDA MEXICO 52,0,0,20,PUERTA DEL PETACAL (EL PETACAL),0,99,TOLIMAN,LETICIA SILVA ROMERO,49750,0,leticia.preescolar@hotmail.com,919,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.6137779,-103.8599722
14DJN5311U,MATUTINO,JUAN DE LA BARRERA,EMILIANO ZAPATA 12,AVILA CAMACHO,LUIS ECHEVERRIA,13,COFRADIA DEL ROSARIO,0,79,GOMEZ FARIAS,MARIA TERESA CASILLAS CAMPOS,49120,0,terenoi@hotmail.com,919,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.781111,-103.5033332
14DJN5314R,MATUTINO,GABRIELA MISTRAL,IGNACIO ZARAGOZA,HIDALGO,ALDAMA,45,PAPAS DE ABAJO (LAS PAPAS DE ABAJO),0,64,OJUELOS DE JALISCO,AMALIA ALTAMIRA CARREON,47560,0,amalia_altamira@hotmail.com,924,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.7295116,-101.6465355
14DJN5316P,MATUTINO,AGUSTIN MELGAR,CONOCIDO,0,0,70,LOS RANCHITOS,0,33,DEGOLLADO,GABRIELA MATA FUENTES,47980,0,agustin_melgar.912@hotmail.com,912,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4278057,-102.1791111
14DJN5317O,MATUTINO,JOSE DE LOS REYES MARTINEZ (EL PIPILA),CONOCIDO,0,0,44,LAS LIMAS,0,33,DEGOLLADO,CARMEN ELIZABETH VALADEZ GUZMAN,47980,0,josedelosreyesmartinez_@hotmail.com,912,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4222499,-102.1268056
14DJN5319M,MATUTINO,AMADO NERVO,CONOCIDO,0,0,8,LOS ARRAYANES,0,33,DEGOLLADO,VICTORIA MONSERRAT VALADEZ BUSTAMANTE,47980,0,amadonervo@hotmail.com,912,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.4526112,-102.0880555
14DJN5320B,MATUTINO,FRANCISCO JAVIER MINA,CONOCIDO,0,0,2,LAS ADJUNTAS,0,33,DEGOLLADO,MARIA CONSEPCION RAMIREZ CRUZ,47980,0,con_2910@hotmail.com,912,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.3896667,-102.0970834
14DJN5322Z,MATUTINO,PLUTARCO ELIAS CALLES,CONOCIDO,0,0,33,LA ESPADA DE RIZO (LA ESPADA),0,33,DEGOLLADO,ROSIO VILLASE†OR SALCEDO,47980,0,roci_vilsal@hotmail.com,912,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.3820833,-102.1228334
14DJN5323Z,MATUTINO,ROSARIO CASTELLANOS,AVENIDA RIO LERMA,0,0,26,CHARAPUATO,0,33,DEGOLLADO,MARIA  JESUS ALEJANDRA TAFOLLA RAMIREZ,47980,0,jardin_rosariocastellanos912@hotmail.com,912,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.3850555,-102.1030277
14DJN5325X,MATUTINO,MIGUEL HIDALGO,CONOCIDO,0,0,16,EL CASTILLO,0,13,ATOTONILCO EL ALTO,CRISTINA ELIZABETH LEON ARIAS,47750,0,buu_sexy18@hotmail.com,911,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.546639,-102.5814721
14DJN5326W,MATUTINO,IGNACIO JOSE ALLENDE,CONOCIDO,0,0,13,BUENAVISTA (EL CARMEN),0,13,ATOTONILCO EL ALTO,SOFIA ALEJANDRA SALCEDO RODRIGUEZ,47750,0,ma_sofy@hotmail.com,911,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5394722,-102.5373335
14DJN5327V,MATUTINO,JUAN DE LA BARRERA,CONOCIDO,0,0,74,LOS ZALATES,0,13,ATOTONILCO EL ALTO,NESTOR ANTONIO GOMEZ RODRIGUEZ,47750,0,alejandracamarena90@hotmail.com,911,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5471667,-102.6021943
14DJN5330I,MATUTINO,VICENTE GUERRERO,LOS SABINOS,0,0,137,LAS PALMAS,0,13,ATOTONILCO EL ALTO,MARICELA DEL CARMEN LIMON SALDA†A,47750,0,marylym@hotmail.es,911,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5618888,-102.4864722
14DJN5331H,MATUTINO,LAURA ZAPATA,CONOCIDO,0,0,8,LA ANGOSTURA DE LOS ALTOS (LA ANGOSTURA),0,13,ATOTONILCO EL ALTO,MARIA GABRIELA GUTIERREZ BAUTISTA,47750,0,gabyguba@live.com.mx,911,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5619445,-102.435
14DJN5332G,MATUTINO,FERNANDO MONTES DE OCA,CONOCIDO,0,0,43,EL MAGUEY,0,13,ATOTONILCO EL ALTO,GABRIELA DEL CARMEN ALCANTAR HERNANDEZ,47750,0,grabriela_alcantar@hotmail.com,911,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5267501,-102.4849724
14DJN5333F,MATUTINO,BENITO JUAREZ,CONOCIDO,0,0,101,EJIDO EL VALLE (LA PAZ DE MILPILLAS),0,13,ATOTONILCO EL ALTO,BLANCA ELIZABETH ESQUIVEL VAZQUEZ,47775,9173995,eliza8246@hotmail.com,911,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.491361,-102.5320832
14DJN5335D,MATUTINO,FEDERICO FROEBEL,CONOCIDO,0,0,531,EL MESONCITO,0,53,LAGOS DE MORENO,MARIA LEONOR SAAVEDRA NOLASCO,47400,0,14djn5335d@escuelas.sej.gob.mx,924,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.4167778,-101.8535
14DJN5336C,MATUTINO,GUADALUPE VICTORIA,CONOCIDO,0,0,120,LOMA DE MENA,0,53,LAGOS DE MORENO,CRISANTA EUGENIA CUELLAR SANDOVAL,47490,0,cris_anta@hotmail.es,924,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.3266667,-102.0440833
14DJN5339Z,MATUTINO,SANTOS DEGOLLADO,CONOCIDO,0,0,28,EL RODEO VIEJO (EL COPAL COLORADO),0,88,TECOLOTLAN,LORENA BUSTOS PUGA,48540,0,0,110,15,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.2041389,-103.8632778
14DJN5340P,MATUTINO,MELCHOR OCAMPO,JOSEFA ORTIZ DE DOMINGUEZ 29,0,0,3,LOS AILES,0,88,TECOLOTLAN,ADRIANA ELIZABETH AYALA SANCHEZ,48540,0,0,110,15,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.2614724,-103.9213055
14DJN5344L,MATUTINO,CUAUHTEMOC,LOPEZ MATEOS,0,0,96,CASA BLANCA (REVOLUCION MEXICANA),0,27,CUAUTITLAN DE GARCIA BARRAGAN,SILVIA YANETH CAMBEROS RODRIGUEZ,48950,0,silvia_cr6@hotmail.com,111,14,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.42925,-104.4234999
14DJN5349G,MATUTINO,VALENTIN GOMEZ FARIAS,CONOCIDO,0,0,33,CHAMELA,0,43,LA HUERTA,OLIVA MARIEL ROSAS RUIZ,48854,0,alicia_judith_15@hotmail.com,916,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.526639,-105.0738889
14DJN5350W,MATUTINO,LUIS G URBINA,CONOCIDO,0,0,165,LA MESA,0,43,LA HUERTA,FABIOLA RAMIREZ TORRES,48850,0,faby_rt31@hotmail.com,916,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.6113889,-104.8769444
14DJN5352U,MATUTINO,MARIANO MATAMOROS,CONOCIDO,0,0,74,NACASTILLO,0,43,LA HUERTA,EMMA DORALY VERDE DE NIZ,48865,0,yareli1537@hotmaail.com,916,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,19.6079999,-104.9209722
14DJN5354S,MATUTINO,SOR JUANA INES DE LA CRUZ,LOPEZ MATEOS 4,LAZARO CARDENAS,0,10,EL CHIVATILLO (SAN ISIDRO),0,24,COCULA,SILVIA MARIA MU†OZ SANCHEZ,48500,0,alternativas.valles@hotmail.com,917,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.2981944,-103.7886945
14DJN5357P,MATUTINO,JOSE MARIA MORELOS Y PAVON,CONOCIDO,0,0,210,LOS TEPETATES,0,124,ZAPOTLANEJO,MARIA ARACELI CARRASCO BECERRA,45430,0,14djn5357p@escuelas.sej.gob.mx,923,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6351943,-103.0482222
14DJN5360C,MATUTINO,MANUEL GUTIERREZ NAJERA,CONOCIDO,0,0,93,LAGUNITAS,0,124,ZAPOTLANEJO,ARACELY ARANA DE LA TORRE,45443,0,14djn5360c@escuelas.sej.gob.mx,923,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7237221,-103.0425278
14DJN5361B,MATUTINO,BENITO JUAREZ,CONOCIDO,0,0,2,AGUA BLANCA,0,101,TONALA,ADRIANA JUDITH TORRES MENA,45400,0,adri.mena92@gmail.com,901,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5532667,-103.1836385
14DJN5362A,MATUTINO,JUAN RUIZ ALARCON,CONOCIDO,0,0,7,AGUA ESCONDIDA,0,124,ZAPOTLANEJO,SARA ROJAS CERVANTES,45460,0,sarita_cervantes@hotmail.com,901,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.5106388,-103.0867223
14DJN5367W,MATUTINO,REVOLUCION MEXICANA,CONOCIDO,0,0,11,EL CANTON,0,67,PUERTO VALLARTA,ZELENE RIVERA BRISE†O,48274,0,maria-garcia@jsector.sej.gob.mx,907,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7421944,-105.1805556
14DJN5378B,MATUTINO,VENUSTIANO CARRANZA,CONOCIDO,0,0,47,LA HIGUERA,0,45,IXTLAHUACAN DEL RIO,CRISTINA RENTERIA CAMACHO,45260,0,cristi089@hotmail.com,908,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8015833,-103.229389
14DJN5380Q,MATUTINO,MIGUEL HIDALGO,NICOLAS BRAVO 31,0,0,183,EL QUEMADO,0,120,ZAPOPAN,GABRIELA HERNANDEZ CASTILLO,45200,0,consuelo_hdzc@hotmail.com,902,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.7962778,-103.4278333
14DJN5381P,MATUTINO,BENITO JUAREZ,CONOCIDO,0,0,154,PUEBLO VIEJO,0,124,ZAPOTLANEJO,ARIANA HERMOSILLO GOMEZ,45430,0,14djn5381p@escuelas.sej.gob.mx,923,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.6035833,-102.9827776
14DJN5383N,MATUTINO,AGUSTIN MELGAR,CONOCIDO,0,0,229,EL TORQUE (EL AGOSTADERO),0,73,SAN JUAN DE LOS LAGOS,NORA COLUNGA CARRANZA,47000,0,angeles0865@hotmail.com,84,10,24,FEDERALIZADO,PREESCOLAR,GENERAL,21.3723612,-102.3688333
14DJN5386K,MATUTINO,ROSARIO CASTELLANOS,CONOCIDO,0,0,50,EL LLANO DE PLASCENCIA,0,29,CUQUIO,MA. DEL REFUGIO BECERRA OLEA,45480,0,marbe407@hotmail.com,920,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9282223,-103.096972
14DJN5387J,MATUTINO,VICENTE SUAREZ,CONOCIDO,0,0,101,EL TEPOZAN,0,29,CUQUIO,MAYRA CASTELLANOS VELIZ,45480,0,castellanosmaray@hotmail.com,920,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8250278,-103.0160555
14DJN5389H,MATUTINO,AGUSTIN MELGAR,CONOCIDO,0,0,66,OJO DE AGUA COLORADA (OJO DE AGUA),0,29,CUQUIO,LOURDES CASTELLANOS VELIZ,45480,0,castellanosvelizlourdes@yahoo.com.mx,20,13,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.8105556,-103.0305556
14DJN5394T,MATUTINO,MANUEL ACU†A,CONOCIDO,0,0,50,EL JAG_EY,0,45,IXTLAHUACAN DEL RIO,JOANA SOLEDAD ANGULO SALDA†A,45260,0,jhoa_1202@hotmail.com,908,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.927361,-103.1965277
14DJN5395S,MATUTINO,GABRIELA MISTRAL,CONOCIDO,0,0,81,LA PE†A (LA PE†A DE SAN RAFAEL),0,45,IXTLAHUACAN DEL RIO,NATALI GUTIERREZ RAMIREZ,45260,0,atali-16@hotmail.com,908,0,24,FEDERALIZADO,PREESCOLAR,GENERAL,20.9090834,-103.2126389
